person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,male,High School,103010.0,1,RENT,17000.0,EDUCATION,13.11,0.17,2.0,688,Yes,0
22.0,male,Bachelor,107908.0,0,RENT,17000.0,DEBTCONSOLIDATION,9.63,0.16,4.0,683,No,0
26.0,male,Bachelor,80871.0,3,RENT,17000.0,MEDICAL,16.77,0.21,3.0,541,No,1
23.0,female,Master,109240.0,1,RENT,17000.0,EDUCATION,10.59,0.16,3.0,572,No,0
26.0,male,Associate,115122.0,6,RENT,17000.0,EDUCATION,11.49,0.15,3.0,641,Yes,0
22.0,female,Master,116194.0,0,RENT,17000.0,PERSONAL,11.48,0.15,2.0,514,Yes,0
25.0,male,Bachelor,137594.0,1,RENT,17000.0,EDUCATION,10.37,0.12,3.0,669,No,0
26.0,male,High School,210866.0,1,RENT,17000.0,VENTURE,9.88,0.08,3.0,501,Yes,0
21.0,male,Master,59902.0,0,RENT,16950.0,PERSONAL,18.25,0.28,4.0,625,No,1
24.0,male,Associate,87431.0,6,RENT,16875.0,DEBTCONSOLIDATION,6.54,0.19,4.0,674,No,0
26.0,male,Master,30654.0,3,MORTGAGE,7000.0,MEDICAL,6.99,0.23,2.0,609,Yes,0
23.0,male,Associate,31092.0,3,OWN,7200.0,MEDICAL,8.49,0.23,2.0,511,Yes,0
22.0,female,Master,42672.0,0,RENT,16800.0,PERSONAL,10.99,0.39,4.0,660,No,1
22.0,female,Bachelor,61297.0,2,RENT,16800.0,MEDICAL,12.53,0.27,3.0,577,No,1
22.0,male,Bachelor,30825.0,0,MORTGAGE,1800.0,EDUCATION,8.49,0.06,2.0,538,Yes,0
24.0,male,Associate,67065.0,2,RENT,16800.0,MEDICAL,11.01,0.25,4.0,661,No,1
22.0,female,High School,73185.0,0,RENT,16800.0,MEDICAL,14.65,0.23,4.0,637,Yes,0
24.0,female,Associate,73002.0,4,RENT,16800.0,EDUCATION,6.54,0.23,2.0,681,Yes,0
23.0,male,Bachelor,72852.0,0,RENT,16800.0,MEDICAL,13.85,0.23,2.0,547,Yes,0
26.0,male,Bachelor,65653.0,3,RENT,16800.0,MEDICAL,12.67,0.26,3.0,580,No,1
22.0,male,Master,31452.0,0,MORTGAGE,3000.0,HOMEIMPROVEMENT,9.99,0.1,3.0,670,No,1
22.0,male,High School,79817.0,0,RENT,16800.0,MEDICAL,13.49,0.21,3.0,671,Yes,0
22.0,female,Bachelor,71832.0,2,RENT,16800.0,MEDICAL,16.77,0.23,2.0,661,No,1
24.0,female,Bachelor,90064.0,5,RENT,16800.0,HOMEIMPROVEMENT,15.65,0.19,3.0,619,No,1
26.0,male,Associate,117398.0,2,RENT,16800.0,HOMEIMPROVEMENT,12.42,0.14,3.0,605,No,0
26.0,female,Master,117420.0,0,RENT,16800.0,MEDICAL,6.17,0.14,4.0,652,Yes,0
23.0,male,Associate,124519.0,1,RENT,16800.0,DEBTCONSOLIDATION,13.11,0.13,4.0,549,Yes,0
24.0,male,Bachelor,151233.0,6,RENT,16800.0,VENTURE,12.42,0.11,4.0,720,No,0
25.0,male,High School,31156.0,4,OWN,2000.0,HOMEIMPROVEMENT,14.17,0.06,3.0,632,Yes,0
23.0,female,Associate,44058.0,3,RENT,16750.0,MEDICAL,15.28,0.38,4.0,690,No,1
22.0,female,Master,54949.0,0,RENT,16750.0,DEBTCONSOLIDATION,10.75,0.3,4.0,676,No,1
26.0,male,High School,54970.0,7,RENT,16750.0,MEDICAL,12.41,0.3,3.0,650,No,1
23.0,male,Master,56749.0,0,RENT,16750.0,DEBTCONSOLIDATION,11.99,0.3,3.0,668,No,1
24.0,male,Bachelor,30872.0,1,MORTGAGE,4000.0,MEDICAL,11.11,0.13,2.0,486,Yes,0
26.0,male,Master,51523.0,3,RENT,16750.0,HOMEIMPROVEMENT,17.58,0.33,3.0,634,No,1
22.0,female,Bachelor,61422.0,0,RENT,16750.0,MEDICAL,13.11,0.27,4.0,616,No,1
23.0,male,High School,65631.0,0,RENT,16750.0,VENTURE,11.01,0.26,4.0,520,No,1
24.0,male,Associate,66074.0,0,RENT,16750.0,PERSONAL,20.0,0.25,2.0,660,No,1
23.0,female,Bachelor,66865.0,2,RENT,16700.0,EDUCATION,10.37,0.25,3.0,628,Yes,0
25.0,male,Bachelor,71937.0,5,RENT,16600.0,HOMEIMPROVEMENT,14.18,0.23,4.0,660,No,1
26.0,male,High School,85078.0,5,RENT,16525.0,MEDICAL,13.92,0.19,2.0,612,Yes,0
25.0,male,Bachelor,119053.0,4,RENT,16525.0,PERSONAL,15.28,0.14,3.0,655,No,0
22.0,female,High School,49445.0,0,RENT,16500.0,MEDICAL,10.75,0.33,2.0,615,No,1
26.0,female,Bachelor,57881.0,3,RENT,16500.0,MEDICAL,11.01,0.29,4.0,515,No,1
23.0,male,Bachelor,57630.0,1,RENT,16500.0,VENTURE,10.62,0.29,3.0,615,No,1
22.0,male,Associate,58425.0,2,RENT,16500.0,MEDICAL,8.9,0.28,4.0,607,No,1
25.0,male,Associate,30903.0,3,OWN,1500.0,VENTURE,6.76,0.05,4.0,611,No,0
25.0,female,Bachelor,68083.0,0,RENT,16500.0,HOMEIMPROVEMENT,12.8,0.24,3.0,688,No,1
25.0,male,Associate,69894.0,0,RENT,16500.0,HOMEIMPROVEMENT,9.32,0.24,3.0,650,No,1
24.0,male,Master,31001.0,3,MORTGAGE,9000.0,VENTURE,7.14,0.29,4.0,688,No,0
26.0,female,Doctorate,31059.0,3,OWN,11500.0,VENTURE,7.88,0.37,3.0,682,Yes,0
25.0,male,Bachelor,30625.0,1,OWN,3000.0,EDUCATION,6.76,0.1,2.0,576,No,0
26.0,male,High School,100982.0,5,RENT,16500.0,MEDICAL,16.77,0.16,4.0,686,No,1
24.0,female,Bachelor,55218.0,5,RENT,16425.0,PERSONAL,13.49,0.3,2.0,621,No,1
24.0,female,Bachelor,74016.0,0,RENT,16400.0,HOMEIMPROVEMENT,10.99,0.22,4.0,640,No,0
22.0,male,Associate,33985.0,0,RENT,16300.0,DEBTCONSOLIDATION,11.01,0.48,4.0,643,No,1
26.0,male,Associate,57535.0,4,RENT,16250.0,PERSONAL,12.42,0.28,4.0,675,No,1
21.0,female,High School,30925.0,0,MORTGAGE,1000.0,PERSONAL,7.51,0.03,3.0,645,Yes,0
22.0,female,High School,65761.0,0,RENT,16075.0,DEBTCONSOLIDATION,10.37,0.24,3.0,572,Yes,0
25.0,female,High School,47653.0,3,RENT,16050.0,HOMEIMPROVEMENT,17.14,0.34,3.0,608,No,1
23.0,female,Bachelor,36734.0,0,RENT,16000.0,EDUCATION,13.23,0.44,2.0,570,No,1
22.0,male,Associate,40635.0,0,RENT,16000.0,VENTURE,10.99,0.39,2.0,655,No,1
26.0,female,Associate,42992.0,0,RENT,16000.0,EDUCATION,6.03,0.37,4.0,670,No,1
26.0,male,Bachelor,31235.0,0,MORTGAGE,6250.0,MEDICAL,15.31,0.2,4.0,665,No,1
24.0,male,High School,43329.0,3,RENT,16000.0,MEDICAL,11.71,0.37,3.0,628,No,1
24.0,male,Master,43637.0,0,RENT,16000.0,PERSONAL,11.01,0.37,4.0,651,No,1
23.0,female,Master,31004.0,4,MORTGAGE,4750.0,PERSONAL,13.57,0.15,2.0,634,No,0
21.0,female,High School,30896.0,0,MORTGAGE,2800.0,VENTURE,11.01,0.09,3.0,687,Yes,0
22.0,female,High School,45162.0,0,RENT,16000.0,VENTURE,7.9,0.35,2.0,632,No,1
25.0,male,Associate,46362.0,3,RENT,16000.0,MEDICAL,12.87,0.35,3.0,592,No,1
25.0,female,Associate,48095.0,0,RENT,16000.0,VENTURE,15.65,0.33,3.0,658,No,1
24.0,male,Associate,48829.0,1,RENT,16000.0,MEDICAL,10.71,0.33,2.0,655,No,1
22.0,male,Bachelor,31134.0,0,OWN,6000.0,VENTURE,11.89,0.19,2.0,641,No,0
25.0,male,Bachelor,31069.0,3,OWN,4800.0,VENTURE,12.53,0.15,3.0,652,No,0
25.0,male,Associate,49038.0,0,RENT,16000.0,EDUCATION,11.71,0.33,4.0,678,No,1
23.0,male,Bachelor,48942.0,0,RENT,16000.0,EDUCATION,12.99,0.33,2.0,613,No,1
22.0,male,High School,49029.0,1,RENT,16000.0,EDUCATION,8.88,0.33,3.0,658,No,1
21.0,male,Bachelor,49254.0,0,RENT,16000.0,EDUCATION,11.83,0.32,4.0,535,No,1
22.0,female,High School,41742.0,3,RENT,16000.0,EDUCATION,13.24,0.38,3.0,612,No,1
21.0,female,High School,51010.0,0,RENT,16000.0,VENTURE,12.84,0.31,2.0,551,No,1
24.0,male,Associate,51985.0,3,RENT,16000.0,VENTURE,11.71,0.31,3.0,551,No,1
23.0,male,Associate,30811.0,1,MORTGAGE,5000.0,MEDICAL,9.32,0.16,2.0,696,No,0
22.0,male,Bachelor,30873.0,0,OWN,11100.0,PERSONAL,9.63,0.36,3.0,631,No,0
24.0,female,Associate,52342.0,3,RENT,16000.0,DEBTCONSOLIDATION,8.9,0.31,3.0,656,No,1
25.0,female,Bachelor,52690.0,1,RENT,16000.0,VENTURE,11.49,0.3,2.0,677,No,1
25.0,male,Master,31191.0,0,OWN,1525.0,MEDICAL,10.95,0.05,2.0,628,Yes,0
24.0,male,Bachelor,30823.0,2,MORTGAGE,7000.0,DEBTCONSOLIDATION,9.32,0.23,2.0,653,Yes,0
23.0,male,Master,53674.0,0,RENT,16000.0,EDUCATION,8.49,0.3,4.0,609,No,1
24.0,male,Bachelor,54104.0,2,RENT,16000.0,MEDICAL,7.49,0.3,2.0,600,No,1
26.0,female,Master,31026.0,1,MORTGAGE,12000.0,VENTURE,12.09,0.39,2.0,687,No,1
24.0,female,Bachelor,31044.0,0,MORTGAGE,6500.0,MEDICAL,11.01,0.21,4.0,640,No,0
22.0,female,Bachelor,46726.0,0,RENT,16000.0,VENTURE,11.54,0.34,3.0,630,No,1
24.0,male,Bachelor,30812.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,8.0,0.32,2.0,658,Yes,0
24.0,female,High School,47480.0,1,RENT,16000.0,DEBTCONSOLIDATION,19.91,0.34,3.0,629,No,1
22.0,female,High School,54957.0,0,RENT,16000.0,DEBTCONSOLIDATION,10.59,0.29,4.0,597,No,1
21.0,female,Bachelor,31566.0,0,OWN,8800.0,MEDICAL,9.33,0.28,3.0,700,Yes,0
24.0,male,Associate,47700.0,1,RENT,16000.0,HOMEIMPROVEMENT,13.06,0.34,2.0,537,No,1
24.0,female,Master,30898.0,4,MORTGAGE,5000.0,VENTURE,5.79,0.16,4.0,672,Yes,0
22.0,male,High School,31365.0,0,OWN,4000.0,DEBTCONSOLIDATION,16.49,0.13,2.0,648,No,0
23.0,male,Bachelor,31414.0,1,OWN,10800.0,EDUCATION,14.59,0.34,3.0,531,Yes,0
26.0,female,Bachelor,30911.0,5,OWN,5400.0,DEBTCONSOLIDATION,16.49,0.17,2.0,609,No,0
23.0,male,High School,47896.0,0,RENT,16000.0,PERSONAL,11.36,0.33,3.0,644,No,1
25.0,female,Associate,47550.0,1,RENT,16000.0,MEDICAL,14.11,0.34,2.0,668,No,1
22.0,male,Associate,31147.0,1,MORTGAGE,7000.0,PERSONAL,6.03,0.22,4.0,679,No,0
23.0,male,Associate,58445.0,1,RENT,16000.0,EDUCATION,10.0,0.27,4.0,569,No,1
22.0,female,Bachelor,51255.0,0,RENT,16000.0,VENTURE,16.0,0.31,3.0,537,No,1
25.0,male,Master,61031.0,1,RENT,16000.0,VENTURE,17.58,0.26,4.0,548,No,1
24.0,female,Associate,31480.0,3,OWN,3200.0,MEDICAL,15.23,0.1,2.0,628,No,0
23.0,male,Associate,31340.0,0,MORTGAGE,1200.0,MEDICAL,7.49,0.04,3.0,651,No,0
24.0,male,High School,61275.0,1,RENT,16000.0,HOMEIMPROVEMENT,13.99,0.26,2.0,666,No,1
25.0,male,High School,31532.0,1,OWN,1200.0,HOMEIMPROVEMENT,15.99,0.04,3.0,623,Yes,0
24.0,female,Master,60634.0,3,RENT,16000.0,VENTURE,10.62,0.26,2.0,656,No,1
22.0,male,Associate,53876.0,0,RENT,16000.0,EDUCATION,16.35,0.3,3.0,642,No,1
24.0,female,High School,61802.0,5,RENT,16000.0,MEDICAL,13.85,0.26,3.0,610,No,1
23.0,male,Associate,55125.0,1,RENT,16000.0,MEDICAL,16.45,0.29,4.0,658,No,1
21.0,male,Master,63342.0,0,RENT,16000.0,PERSONAL,15.7,0.25,4.0,610,No,1
22.0,female,Bachelor,64422.0,0,RENT,16000.0,EDUCATION,7.9,0.25,4.0,683,Yes,0
24.0,female,Bachelor,65886.0,2,RENT,16000.0,DEBTCONSOLIDATION,11.01,0.24,4.0,627,Yes,0
22.0,male,Bachelor,31303.0,0,MORTGAGE,4000.0,MEDICAL,12.73,0.13,2.0,716,No,1
25.0,female,Associate,59662.0,1,RENT,16000.0,DEBTCONSOLIDATION,11.01,0.27,4.0,672,No,1
22.0,male,High School,67314.0,1,RENT,16000.0,VENTURE,11.01,0.24,3.0,595,Yes,0
21.0,male,High School,66951.0,0,RENT,16000.0,DEBTCONSOLIDATION,8.94,0.24,2.0,679,No,0
21.0,female,High School,31293.0,3,MORTGAGE,6500.0,PERSONAL,14.26,0.21,2.0,616,No,1
22.0,male,Bachelor,31349.0,2,MORTGAGE,7000.0,PERSONAL,13.92,0.22,3.0,574,Yes,0
25.0,female,Bachelor,70677.0,0,RENT,16000.0,PERSONAL,11.01,0.23,2.0,660,Yes,0
25.0,male,Associate,63174.0,4,RENT,16000.0,EDUCATION,13.98,0.25,3.0,635,No,1
23.0,male,Master,31307.0,2,OWN,1000.0,EDUCATION,11.48,0.03,4.0,603,No,0
22.0,female,Master,31360.0,1,MORTGAGE,1000.0,MEDICAL,11.48,0.03,3.0,609,No,1
22.0,male,Associate,64006.0,0,RENT,16000.0,MEDICAL,12.69,0.25,3.0,648,No,1
26.0,female,Associate,72687.0,1,RENT,16000.0,DEBTCONSOLIDATION,7.49,0.22,2.0,624,Yes,0
24.0,female,High School,65845.0,3,RENT,16000.0,HOMEIMPROVEMENT,15.65,0.24,4.0,694,No,1
26.0,male,Master,65861.0,0,RENT,16000.0,VENTURE,14.83,0.24,2.0,638,No,1
24.0,female,Bachelor,31322.0,1,MORTGAGE,4000.0,MEDICAL,16.49,0.13,3.0,592,No,1
22.0,male,Bachelor,74104.0,2,RENT,16000.0,VENTURE,11.01,0.22,2.0,644,Yes,0
23.0,male,High School,75363.0,2,RENT,16000.0,VENTURE,7.49,0.21,2.0,551,Yes,0
23.0,male,Associate,31364.0,1,MORTGAGE,5000.0,PERSONAL,9.99,0.16,3.0,617,Yes,0
23.0,female,High School,31658.0,3,MORTGAGE,7850.0,DEBTCONSOLIDATION,13.49,0.25,4.0,522,Yes,0
22.0,female,Master,31526.0,2,MORTGAGE,7000.0,VENTURE,6.99,0.22,2.0,677,No,0
22.0,female,Bachelor,69691.0,0,RENT,16000.0,HOMEIMPROVEMENT,17.15,0.23,4.0,532,No,1
26.0,male,High School,31673.0,3,MORTGAGE,5600.0,HOMEIMPROVEMENT,11.91,0.18,4.0,554,Yes,0
22.0,female,Bachelor,69519.0,2,RENT,16000.0,MEDICAL,17.27,0.23,3.0,625,No,1
25.0,male,Associate,31830.0,3,MORTGAGE,12000.0,EDUCATION,13.47,0.38,2.0,626,No,1
23.0,male,Master,77758.0,0,RENT,16000.0,PERSONAL,10.74,0.21,3.0,671,No,0
24.0,male,Master,71459.0,3,RENT,16000.0,MEDICAL,19.47,0.22,2.0,684,No,1
22.0,female,Bachelor,78854.0,0,RENT,16000.0,EDUCATION,10.37,0.2,4.0,648,Yes,0
21.0,female,Bachelor,78756.0,2,RENT,16000.0,PERSONAL,9.91,0.2,3.0,666,Yes,0
24.0,male,Bachelor,31512.0,2,MORTGAGE,1500.0,EDUCATION,9.91,0.05,3.0,654,Yes,0
22.0,female,Master,78766.0,0,RENT,16000.0,MEDICAL,8.49,0.2,4.0,680,Yes,0
22.0,female,Associate,31907.0,0,OWN,3500.0,VENTURE,12.18,0.11,2.0,561,Yes,0
22.0,male,Bachelor,79139.0,2,RENT,16000.0,PERSONAL,7.88,0.2,3.0,668,No,0
24.0,male,High School,71664.0,0,RENT,16000.0,MEDICAL,16.45,0.22,2.0,587,No,1
23.0,male,Bachelor,78997.0,0,RENT,16000.0,PERSONAL,14.59,0.2,4.0,662,No,0
22.0,female,High School,32223.0,0,MORTGAGE,11325.0,VENTURE,10.65,0.35,3.0,465,Yes,0
22.0,male,Associate,79081.0,0,RENT,16000.0,DEBTCONSOLIDATION,13.47,0.2,3.0,509,Yes,0
22.0,male,Master,71782.0,0,RENT,16000.0,MEDICAL,16.32,0.22,3.0,562,No,1
25.0,female,Associate,80021.0,0,RENT,16000.0,HOMEIMPROVEMENT,10.0,0.2,4.0,580,Yes,0
22.0,male,Associate,31844.0,0,OTHER,3000.0,DEBTCONSOLIDATION,9.45,0.09,3.0,560,No,0
23.0,female,Master,74404.0,0,RENT,16000.0,HOMEIMPROVEMENT,16.0,0.22,3.0,630,No,1
23.0,male,Associate,76046.0,0,RENT,16000.0,DEBTCONSOLIDATION,14.54,0.21,2.0,560,No,1
23.0,male,Bachelor,76988.0,0,RENT,16000.0,EDUCATION,14.42,0.21,3.0,683,No,1
25.0,female,Associate,32178.0,4,MORTGAGE,3825.0,EDUCATION,11.71,0.12,2.0,691,Yes,0
20.0,male,Bachelor,78039.0,0,RENT,16000.0,VENTURE,15.31,0.21,4.0,671,No,1
24.0,female,Bachelor,87513.0,4,RENT,16000.0,PERSONAL,13.06,0.18,2.0,680,Yes,0
26.0,female,High School,89843.0,0,RENT,16000.0,HOMEIMPROVEMENT,14.84,0.18,3.0,618,Yes,0
24.0,female,Master,90149.0,1,RENT,16000.0,PERSONAL,11.86,0.18,3.0,636,Yes,0
26.0,male,Bachelor,91345.0,1,RENT,16000.0,HOMEIMPROVEMENT,17.27,0.18,4.0,545,Yes,0
26.0,male,Associate,32273.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,10.99,0.22,4.0,665,Yes,0
26.0,female,Master,32334.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.01,0.37,3.0,622,Yes,0
26.0,male,Bachelor,90760.0,1,RENT,16000.0,VENTURE,11.01,0.18,2.0,615,Yes,0
23.0,male,Bachelor,32433.0,3,MORTGAGE,7800.0,DEBTCONSOLIDATION,10.59,0.24,4.0,633,Yes,0
26.0,male,Bachelor,91043.0,6,RENT,16000.0,PERSONAL,13.35,0.18,2.0,655,No,0
23.0,female,Associate,32279.0,0,MORTGAGE,5000.0,MEDICAL,7.91,0.15,2.0,565,Yes,0
24.0,female,Bachelor,83935.0,3,RENT,16000.0,DEBTCONSOLIDATION,11.89,0.19,4.0,602,No,1
21.0,male,Bachelor,25289.0,0,RENT,1000.0,DEBTCONSOLIDATION,14.26,0.04,2.0,629,Yes,0
25.0,male,High School,32251.0,1,OWN,10000.0,EDUCATION,5.79,0.31,3.0,517,Yes,0
23.0,male,Bachelor,31937.0,0,OWN,2000.0,PERSONAL,10.36,0.06,2.0,643,No,0
22.0,female,High School,32056.0,0,MORTGAGE,4000.0,PERSONAL,9.25,0.12,2.0,542,Yes,0
21.0,male,High School,32410.0,0,OWN,6000.0,EDUCATION,5.79,0.19,2.0,633,Yes,0
25.0,male,Bachelor,29563.0,1,RENT,1000.0,MEDICAL,11.49,0.03,2.0,682,Yes,0
24.0,male,Associate,29548.0,3,RENT,1000.0,PERSONAL,17.99,0.03,3.0,631,No,1
23.0,male,Master,32165.0,2,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.31,3.0,567,No,1
21.0,female,High School,29451.0,0,RENT,1000.0,MEDICAL,10.99,0.03,2.0,546,No,1
22.0,male,Bachelor,29839.0,0,RENT,1000.0,DEBTCONSOLIDATION,12.84,0.03,4.0,444,Yes,0
21.0,female,Associate,30774.0,0,RENT,1000.0,EDUCATION,13.98,0.03,4.0,641,Yes,0
26.0,male,Bachelor,30751.0,0,RENT,1000.0,MEDICAL,14.65,0.03,3.0,560,Yes,0
22.0,female,Master,31240.0,0,RENT,1000.0,DEBTCONSOLIDATION,15.95,0.03,2.0,682,No,1
26.0,female,Bachelor,32280.0,5,OWN,8500.0,DEBTCONSOLIDATION,16.45,0.26,3.0,684,No,1
21.0,male,High School,32379.0,1,MORTGAGE,14500.0,MEDICAL,14.61,0.45,2.0,499,No,1
24.0,female,Bachelor,32115.0,3,MORTGAGE,7000.0,MEDICAL,7.74,0.22,2.0,686,Yes,0
22.0,male,Master,34720.0,0,RENT,1000.0,HOMEIMPROVEMENT,16.29,0.03,3.0,599,No,1
25.0,female,Master,34502.0,3,RENT,1000.0,DEBTCONSOLIDATION,7.51,0.03,3.0,695,No,0
22.0,female,Master,32239.0,1,MORTGAGE,2000.0,EDUCATION,7.4,0.06,2.0,569,Yes,0
22.0,female,Associate,34732.0,0,RENT,1000.0,HOMEIMPROVEMENT,10.25,0.03,4.0,509,No,1
24.0,male,Associate,34565.0,0,RENT,1000.0,MEDICAL,12.53,0.03,4.0,627,Yes,0
23.0,male,Master,35182.0,1,RENT,1000.0,EDUCATION,7.9,0.03,3.0,624,Yes,0
22.0,male,Bachelor,35600.0,2,RENT,1000.0,VENTURE,7.29,0.03,4.0,631,Yes,0
22.0,male,High School,32114.0,2,MORTGAGE,17000.0,VENTURE,12.84,0.53,4.0,634,No,1
26.0,female,Master,35991.0,1,RENT,1000.0,MEDICAL,7.74,0.03,4.0,627,Yes,0
24.0,female,Associate,37240.0,3,RENT,1000.0,EDUCATION,7.51,0.03,2.0,579,Yes,0
21.0,female,Bachelor,36870.0,0,RENT,1000.0,EDUCATION,10.99,0.03,4.0,648,Yes,0
23.0,male,Associate,37075.0,0,RENT,1000.0,VENTURE,7.49,0.03,3.0,613,Yes,0
23.0,female,High School,32214.0,0,MORTGAGE,7000.0,VENTURE,14.93,0.22,4.0,643,Yes,0
21.0,male,Bachelor,36893.0,0,RENT,1000.0,DEBTCONSOLIDATION,11.01,0.03,3.0,681,No,0
22.0,female,High School,32541.0,1,MORTGAGE,500.0,PERSONAL,10.46,0.02,4.0,643,Yes,0
26.0,male,Associate,36677.0,1,RENT,1000.0,EDUCATION,9.63,0.03,3.0,514,Yes,0
25.0,female,Bachelor,32030.0,2,MORTGAGE,10000.0,EDUCATION,9.91,0.31,2.0,673,Yes,0
22.0,female,High School,32342.0,2,MORTGAGE,5000.0,EDUCATION,5.42,0.15,4.0,639,Yes,0
25.0,male,Associate,37112.0,3,RENT,1000.0,MEDICAL,12.87,0.03,2.0,663,Yes,0
26.0,female,Master,32258.0,2,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.99,0.19,2.0,587,Yes,0
22.0,male,High School,32377.0,0,MORTGAGE,5000.0,EDUCATION,7.49,0.15,2.0,523,Yes,0
25.0,female,Bachelor,40794.0,2,RENT,1000.0,DEBTCONSOLIDATION,7.29,0.02,4.0,576,Yes,0
21.0,female,Associate,41384.0,0,RENT,1000.0,EDUCATION,10.99,0.02,2.0,633,Yes,0
22.0,male,High School,32086.0,0,MORTGAGE,12000.0,PERSONAL,7.88,0.37,4.0,548,No,1
21.0,female,High School,32309.0,0,OWN,7500.0,VENTURE,11.01,0.23,2.0,628,Yes,0
26.0,male,Bachelor,32612.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.14,0.31,3.0,710,Yes,0
23.0,female,High School,41311.0,0,RENT,1000.0,PERSONAL,10.36,0.02,2.0,482,Yes,0
25.0,female,Bachelor,41269.0,0,RENT,1000.0,DEBTCONSOLIDATION,11.86,0.02,2.0,590,No,0
23.0,female,Associate,41486.0,2,RENT,1000.0,MEDICAL,7.37,0.02,4.0,623,Yes,0
23.0,male,Bachelor,42818.0,0,RENT,1000.0,VENTURE,11.99,0.02,4.0,645,Yes,0
25.0,female,Associate,42802.0,3,RENT,1000.0,MEDICAL,13.98,0.02,3.0,631,Yes,0
22.0,male,Bachelor,43183.0,2,RENT,1000.0,VENTURE,11.01,0.02,3.0,609,Yes,0
25.0,male,High School,42633.0,2,RENT,1000.0,VENTURE,11.99,0.02,3.0,688,No,0
26.0,male,Bachelor,35409.0,8,RENT,1000.0,EDUCATION,11.28,0.03,3.0,685,No,1
24.0,male,Associate,43172.0,4,RENT,1000.0,VENTURE,13.49,0.02,4.0,675,No,0
22.0,male,Associate,43133.0,0,RENT,1000.0,DEBTCONSOLIDATION,13.98,0.02,2.0,552,Yes,0
24.0,female,Associate,32597.0,3,MORTGAGE,6000.0,DEBTCONSOLIDATION,8.9,0.18,4.0,634,No,0
23.0,female,High School,44010.0,0,RENT,1000.0,EDUCATION,10.99,0.02,2.0,577,No,0
22.0,male,High School,43958.0,0,RENT,1000.0,MEDICAL,9.88,0.02,3.0,600,Yes,0
22.0,female,High School,44409.0,1,RENT,1000.0,EDUCATION,8.59,0.02,4.0,687,No,0
25.0,female,Bachelor,32844.0,3,MORTGAGE,7500.0,HOMEIMPROVEMENT,8.9,0.23,3.0,656,Yes,0
22.0,male,High School,44480.0,0,RENT,1000.0,PERSONAL,7.68,0.02,4.0,658,No,0
23.0,female,Bachelor,38081.0,2,RENT,1000.0,PERSONAL,14.96,0.03,3.0,622,No,1
25.0,male,Bachelor,39268.0,0,RENT,1000.0,MEDICAL,19.03,0.03,4.0,643,No,1
26.0,male,Associate,46563.0,2,RENT,1000.0,PERSONAL,15.27,0.02,3.0,639,Yes,0
24.0,male,Bachelor,39782.0,3,RENT,1000.0,EDUCATION,13.06,0.03,3.0,681,No,1
23.0,male,Associate,46990.0,3,RENT,1000.0,EDUCATION,11.01,0.02,3.0,630,Yes,0
22.0,male,High School,32673.0,0,MORTGAGE,1550.0,HOMEIMPROVEMENT,11.01,0.05,2.0,630,No,1
21.0,female,Bachelor,47010.0,0,RENT,1000.0,PERSONAL,14.22,0.02,3.0,654,Yes,0
25.0,male,Bachelor,41665.0,1,RENT,1000.0,EDUCATION,15.57,0.02,2.0,548,No,1
24.0,male,Bachelor,49388.0,0,RENT,1000.0,EDUCATION,7.49,0.02,3.0,668,Yes,0
22.0,female,Bachelor,48898.0,0,RENT,1000.0,DEBTCONSOLIDATION,7.9,0.02,4.0,561,Yes,0
23.0,female,High School,48860.0,0,RENT,1000.0,EDUCATION,6.03,0.02,2.0,646,No,0
24.0,female,Associate,49006.0,6,RENT,1000.0,MEDICAL,10.99,0.02,3.0,655,Yes,0
22.0,male,Bachelor,32478.0,0,MORTGAGE,1000.0,PERSONAL,11.01,0.03,2.0,532,No,1
25.0,female,High School,32723.0,2,MORTGAGE,5975.0,MEDICAL,12.99,0.18,4.0,560,Yes,0
23.0,male,Master,48901.0,3,RENT,1000.0,VENTURE,10.62,0.02,4.0,670,Yes,0
24.0,male,Master,48946.0,1,RENT,1000.0,EDUCATION,6.76,0.02,4.0,604,No,0
21.0,male,Associate,42664.0,0,RENT,1000.0,DEBTCONSOLIDATION,16.45,0.02,2.0,578,No,1
22.0,male,Associate,49775.0,0,RENT,1000.0,VENTURE,6.91,0.02,2.0,661,Yes,0
22.0,female,Bachelor,51369.0,0,RENT,1000.0,DEBTCONSOLIDATION,9.62,0.02,3.0,662,Yes,0
24.0,male,Bachelor,51266.0,1,RENT,1000.0,VENTURE,13.16,0.02,2.0,630,Yes,0
23.0,male,Bachelor,52520.0,2,RENT,1000.0,EDUCATION,7.51,0.02,3.0,659,No,0
25.0,female,High School,32374.0,0,MORTGAGE,4000.0,HOMEIMPROVEMENT,10.74,0.12,3.0,692,No,0
21.0,female,Associate,55266.0,0,RENT,1000.0,VENTURE,7.49,0.02,3.0,642,No,0
